Age,EdLevel,Employment,YearsOfExperience,Income
37,1,1,8,22700
34,1,1,13,23700
39,1,1,3,21200
22,1,1,0,11200
28,1,1,5,16700
34,2,1,12,23300
26,2,1,1,13800
24,2,1,1,12800
37,2,1,3,20300
30,1,1,9,19700
21,1,0,0,10600
36,2,1,11,23800
28,1,1,10,19200
38,2,1,5,21800
31,1,1,8,19700
38,2,1,13,25800
26,1,1,2,14200
39,1,1,13,26200
33,1,1,2,17700
40,1,1,13,26700
29,2,1,5,17300
30,1,1,5,17700
35,2,1,8,21800
40,2,0.5,0,20250
41,1,1,5,23200
42,1,1,2,22200
47,2,1,23,35300
41,1,1,20,30700
45,1,1,10,27700
41,2,1,8,24800
58,2,1,36,47300
25,1,1,1,13200
27,2,0.5,0,13750
37,2,1,11,24300
20,1,1,3,11700
28,1,1,8,18200
21,1,0.5,0,10650
44,2,1,20,32300
25,2,0.5,0,12750
26,1,1,4,15200
24,1,1,0,12200
25,1,1,3,14200
30,2,1,6,18300
35,1,1,8,21700
38,1,1,13,25700
30,2,1,7,18800
32,2,1,9,20800
30,1,0.5,0,15150
54,1,1,30,42200
29,1,1,3,16200
43,1,1,17,30200
24,1,0,0,12100
31,2,1,7,19300
35,2,1,4,19800
38,2,1,12,25300
24,2,1,3,13800
26,1,1,3,14700
24,1,1,2,13200
23,1,1,1,12200
47,1,1,2,24700
26,1,0.5,0,13150
39,2,1,20,29800
58,1,1,31,44700
22,1,1,1,11700
32,1,1,5,18700
27,1,1,5,16200
43,1,1,26,34700
29,1,1,1,15200
23,1,1,0,11700
20,1,0.5,0,10150
21,1,1,1,11200
29,1,1,3,16200
45,1,1,22,33700
40,2,1,17,28800
24,2,1,2,13300
34,1,1,16,25200
37,2,1,13,25300
25,1,1,3,14200
18,1,0.5,0,9150
28,1,1,0,14200
32,1,1,8,20200
21,1,0.5,0,10650
24,1,1,9,16700
30,1,1,6,18200
30,1,1,10,20200
26,1,1,6,16200
58,2,1,32,45300
39,2,1,12,25800
30,1,1,7,18700
38,1,1,10,24200
25,1,0.5,0,12650
27,2,1,2,14800
29,1,1,8,18700
30,1,1,5,17700
46,3,1,4,25400
54,1,1,32,43200
63,2,1,21,42300
25,1,1,4,14700
38,2,1,4,21300
30,1,1,4,17200
25,1,1,2,13700
28,2,1,9,18800
28,1,0.5,0,14150
28,2,1,7,17800
35,2,1,7,21300
36,1,1,13,24700
32,2,1,10,21300
33,2,1,1,17300
24,1,1,3,13700
30,1,1,10,20200
21,1,0.5,0,10650
29,1,1,7,18200
24,1,1,2,13200
29,1,1,4,16700
46,2,1,22,34300
33,1,1,4,18700
34,2,1,12,23300
23,1,0.5,0,11650
32,1,1,10,21200
36,3,1,13,24900
33,2,1,7,20300
39,1,1,20,29700
38,1,1,2,20200
30,1,1,0,15200
35,1,1,4,19700
44,1,0.5,0,22150
33,1,1,10,21700
47,1,1,20,33700
23,1,0,0,11600
22,1,1,4,13200
25,1,0.5,0,12650
33,1,1,13,23200
40,2,1,12,26300
43,1,1,21,32200
30,1,1,2,16200
56,1,1,34,45200
47,2,1,0,23800
29,2,0.5,0,14750
34,1,1,11,22700
28,1,1,5,16700
23,1,1,3,13200
29,2,1,4,16800
37,1,1,19,28200
35,1,1,4,19700
25,1,1,3,14200
50,2,1,10,30300
24,1,1,2,13200
43,1,1,19,31200
35,2,1,11,23300
24,1,0,0,12100
48,2,1,22,35300
28,2,1,2,15300
36,1,1,13,24700
38,2,1,15,26800
29,1,1,5,17200
28,1,1,6,17200
23,1,1,2,12700
31,1,0,0,15600
20,1,0.5,0,10150
21,1,1,2,11700
31,1,1,10,20700
38,1,1,13,25700
30,1,1,5,17700
36,2,1,8,22300
30,1,1,7,18700
27,1,1,4,15700
25,1,1,2,13700
35,1,1,15,25200
33,2,1,5,19300
39,1,1,21,30200
30,1,1,8,19200
29,1,1,5,17200
23,1,0,0,11600
30,2,1,2,16300
21,1,0.5,0,10650
26,2,1,4,15300
22,2,1,1,11800
23,1,1,1,12200
30,1,1,3,16700
26,1,1,7,16700
23,1,1,0,11700
29,1,1,9,19200
38,2,1,16,27300
28,1,1,8,18200
19,1,0.5,0,9650
19,1,0.5,0,9650
29,2,1,4,16800
39,1,1,15,27200
30,1,1,10,20200
23,1,0.5,0,11650
35,2,1,13,24300
23,1,1,2,12700
21,1,0.5,0,10650
26,1,1,3,14700
31,2,1,6,18800
26,1,1,4,15200
36,1,1,12,24200
23,1,1,7,15200
34,1,1,12,23200
22,1,1,1,11700
37,1,1,12,24700
29,2,1,6,17800
46,1,1,26,36200
35,2,1,15,25300
28,1,1,5,16700
20,1,0.5,0,10150
30,1,1,6,18200
38,1,1,11,24700
22,1,1,0,11200
20,1,0.5,0,10150
28,1,1,7,17700
23,2,0.5,0,11750
20,1,0.5,0,10150
29,1,1,7,18200
26,1,1,4,15200
21,1,0.5,0,10650
26,2,1,4,15300
60,1,1,36,48200
26,2,0.5,0,13250
34,2,1,1,17800
47,1,1,25,36200
24,1,1,0,12200
40,2,1,20,30300
23,1,1,3,13200
37,1,1,7,22200
24,1,1,2,13200
23,1,1,2,12700
36,1,1,17,26700
19,1,0.5,0,9650
28,1,1,6,17200
24,1,1,2,13200
27,1,0,0,13600
43,2,1,7,25300
21,1,1,2,11700
23,1,1,2,12700
31,1,1,10,20700
36,2,1,11,23800
23,1,1,0,11700
47,3,1,0,23900
33,1,1,6,19700
20,1,0.5,0,10150
21,1,1,0,10700
23,1,1,2,12700
26,1,1,3,14700
37,1,1,10,23700
21,1,0.5,0,10650
28,1,1,1,14700
30,2,1,5,17800
30,1,1,5,17700
26,1,1,6,16200
35,1,1,9,22200
26,1,1,1,13700
29,1,1,5,17200
21,1,0.5,0,10650
25,1,1,3,14200
31,1,1,7,19200
28,1,1,6,17200
33,1,1,11,22200
38,2,1,3,20800
24,1,1,3,13700
27,1,1,4,15700
25,2,1,4,14800
43,1,1,24,33700
28,1,1,3,15700
37,2,1,10,23800
31,2,1,5,18300
25,1,1,2,13700
28,1,1,4,16200
28,2,1,6,17300
35,1,1,10,22700
24,1,0,0,12100
29,2,1,5,17300
32,1,1,13,22700
36,1,1,12,24200
33,2,1,15,24300
28,1,1,5,16700
25,1,0.5,0,12650
43,3,1,13,28400
34,2,1,17,25800
29,1,1,2,15700
28,2,1,5,16800
37,1,1,2,19700
30,2,1,5,17800
31,1,1,3,17200
34,1,1,6,20200
29,1,1,3,16200
25,1,1,4,14700
25,2,1,2,13800
22,2,1,1,11800
30,1,1,7,18700
22,1,0.5,0,11150
22,1,1,1,11700
28,1,1,4,16200
35,1,1,3,19200
32,1,1,10,21200
22,1,1,0,11200
22,1,1,0,11200
25,1,1,4,14700
28,1,1,6,17200
25,1,1,2,13700
29,1,1,15,22200
23,1,1,0,11700
25,1,1,6,15700
28,2,1,5,16800
48,1,1,23,35700
63,1,1,38,50700
31,2,1,0,15800
23,1,0.5,0,11650
37,2,1,0,18800
23,1,1,1,12200
32,2,1,3,17800
28,2,1,0,14300
32,1,1,0,16200
29,2,1,6,17800
40,1,1,14,27200
30,2,1,3,16800
36,1,1,12,24200
28,2,1,5,16800
32,2,1,7,19800
32,2,1,3,17800
27,1,1,4,15700
23,1,1,2,12700
48,1,1,24,36200
30,2,1,5,17800
35,1,1,7,21200
22,1,0,0,11100
24,1,1,5,14700
29,1,1,8,18700
22,1,1,1,11700
33,1,1,7,20200
29,1,1,6,17700
25,1,1,1,13200
33,1,1,10,21700
25,1,1,3,14200
27,2,1,3,15300
48,1,1,25,36700
33,1,1,2,17700
23,1,1,3,13200
46,2,1,20,33300
29,1,1,8,18700
29,1,1,7,18200
27,1,1,3,15200
32,2,1,8,20300
28,1,1,6,17200
34,2,1,8,21300
24,1,1,2,13200
42,1,1,19,30700
28,1,1,6,17200
37,2,1,12,24800
26,1,1,3,14700
23,1,1,1,12200
30,3,1,1,15900
23,1,0.5,0,11650
23,1,1,2,12700
20,1,1,1,10700
31,1,1,7,19200
24,1,1,2,13200
52,2,1,18,35300
21,1,1,0,10700
32,1,1,5,18700
31,2,1,3,17300
29,2,1,8,18800
24,1,1,1,12700
23,1,1,1,12200
27,2,1,12,19800
46,1,1,20,33200
27,2,1,4,15800
23,1,1,4,13700
40,3,1,10,25400
50,2,1,23,36800
32,1,1,10,21200
40,2,1,14,27300
31,1,1,6,18700
29,1,1,0,14700
25,1,1,1,13200
32,1,1,8,20200
38,1,1,20,29200
18,1,0.5,0,9150
24,2,1,0,12300
29,1,1,6,17700
26,1,1,5,15700
22,1,0.5,0,11150
31,2,1,9,20300
26,1,1,4,15200
29,1,1,5,17200
30,1,0,0,15100
26,1,1,4,15200
23,1,1,0,11700
31,3,1,11,21400
51,2,1,30,40800
35,2,1,12,23800
27,1,1,1,14200
33,2,1,11,22300
24,1,0.5,0,12150
38,1,1,15,26700
34,2,1,9,21800
26,1,1,1,13700
30,1,1,6,18200
21,1,0.5,0,10650
25,1,0,0,12600
34,2,1,6,20300
26,1,1,3,14700
37,2,1,7,22300
30,2,1,7,18800
21,1,1,3,12200
36,1,1,10,23200
23,1,1,2,12700
28,1,1,7,17700
28,1,0.5,0,14150
23,1,1,2,12700
21,1,1,0,10700
21,1,0.5,0,10650
39,1,1,18,28700
30,2,1,10,20300
34,2,1,10,22300
27,2,1,3,15300
31,2,1,8,19800
25,2,1,3,14300
35,2,1,10,22800
36,1,1,10,23200
22,1,1,0,11200
45,1,1,25,35200
36,2,1,11,23800
34,1,1,7,20700
38,1,1,12,25200
34,1,1,8,21200
31,1,1,0,15700
35,3,1,8,21900
30,1,1,0,15200
30,1,1,8,19200
27,1,1,9,18200
19,1,0.5,0,9650
24,1,1,2,13200
23,1,1,2,12700
31,1,1,11,21200
35,1,1,13,24200
22,1,1,1,11700
40,1,1,16,28200
30,1,1,4,17200
33,1,0.5,0,16650
19,1,0.5,0,9650
40,2,0,0,20200
31,2,1,7,19300
41,1,1,16,28700
41,2,1,20,30800
38,1,1,3,20700
31,2,1,8,19800
28,2,1,3,15800
26,1,1,5,15700
35,3,1,6,20900
26,2,1,4,15300
22,1,1,2,12200
37,1,1,5,21200
27,1,1,3,15200
24,1,1,5,14700
31,1,0,0,15600
30,1,1,7,18700
35,2,1,15,25300
26,1,0.5,0,13150
32,2,1,4,18300
22,2,1,4,13300
38,2,1,10,24300
57,2,1,22,39800
27,2,1,4,15800
34,1,1,10,22200
45,1,1,24,34700
29,2,1,9,19300
28,1,1,3,15700
32,1,1,11,21700
21,1,1,6,13700
19,1,0.5,0,9650
50,2,1,26,38300
27,1,1,8,17700
24,1,1,4,14200
55,2,1,37,46300
32,2,1,9,20800
52,2,0,0,26200
60,1,1,36,48200
38,1,1,24,31200
23,1,1,3,13200
21,1,0.5,0,10650
26,1,1,1,13700
25,1,1,3,14200
33,1,1,7,20200
25,1,1,1,13200
30,1,1,7,18700
26,2,1,5,15800
37,1,1,13,25200
35,1,1,6,20700
38,1,1,10,24200
43,3,1,4,23900
23,1,1,0,11700
39,1,1,16,27700
42,1,1,20,31200
33,1,1,6,19700
25,1,1,2,13700
32,1,1,11,21700
35,2,1,12,23800
20,1,0.5,0,10150
35,1,1,9,22200
25,1,1,4,14700
34,1,1,10,22200
27,1,1,6,16700
30,1,1,9,19700
35,2,1,11,23300
30,2,1,6,18300
38,2,1,17,27800
29,1,1,6,17700
22,2,1,2,12300
27,1,1,1,14200
45,2,1,3,24300
56,1,1,22,39200
21,2,0.5,0,10750
31,1,1,9,20200
26,1,1,5,15700
21,1,1,1,11200
26,1,1,5,15700
34,3,1,6,20400
28,1,1,3,15700
25,1,1,0,12700
33,2,1,7,20300
33,1,1,6,19700
27,1,1,5,16200
24,1,1,2,13200
28,1,1,3,15700
25,1,1,4,14700
22,2,1,0,11300
22,1,1,0,11200
24,2,0,0,12200
30,2,1,5,17800
24,1,1,1,12700
23,2,1,2,12800
23,2,1,0,11800
44,1,1,3,23700
28,1,1,10,19200
28,1,1,0,14200
30,1,1,8,19200
21,2,0.5,0,10750
26,1,1,4,15200
23,1,0.5,0,11650
23,1,1,11,17200
29,2,1,5,17300
36,2,1,14,25300
27,2,1,5,16300
25,1,1,2,13700
31,1,1,2,16700
23,1,1,1,12200
26,1,1,3,14700
49,2,1,27,38300
29,2,1,9,19300
37,2,1,10,23800
20,1,0.5,0,10150
26,2,1,4,15300
54,1,1,30,42200
29,1,1,5,17200
19,1,1,1,10200
45,2,1,28,36800
28,1,1,5,16700
44,2,1,20,32300
32,2,1,6,19300
33,1,1,3,18200
25,1,1,2,13700
28,2,1,5,16800
63,3,1,38,50900
30,2,0.5,0,15250
31,1,1,10,20700
28,2,1,6,17300
25,1,1,3,14200
32,2,1,5,18800
22,1,1,1,11700
23,1,1,0,11700
32,3,1,2,17400
26,2,1,4,15300
34,2,1,10,22300
31,3,1,10,20900
25,1,0.5,0,12650
28,1,1,7,17700
27,2,1,7,17300
23,1,1,5,14200
27,1,1,9,18200
31,1,1,14,22700
25,1,1,3,14200
28,1,1,9,18700
42,1,1,20,31200
27,1,1,5,16200
24,1,1,3,13700
39,1,1,15,27200
35,1,1,5,20200
22,1,1,3,12700
29,1,1,6,17700
29,1,1,2,15700
28,2,1,7,17800
21,1,1,2,11700
29,2,1,4,16800
41,1,1,19,30200
29,2,0.5,0,14750
20,1,0,0,10100
34,1,1,12,23200
38,2,1,17,27800
34,1,1,10,22200
25,2,1,3,14300
28,2,1,3,15800
41,1,1,12,26700
45,1,1,0,22700
41,1,1,19,30200
35,1,1,8,21700
28,2,1,5,16800
30,2,1,0,15300
60,2,1,35,47800
31,1,1,21,26200
51,1,1,25,38200
26,1,1,4,15200
27,1,1,4,15700
26,1,1,1,13700
36,2,1,16,26300
30,1,1,5,17700
32,1,1,3,17700
29,1,1,3,16200
36,1,1,12,24200
22,1,1,0,11200
30,1,1,8,19200
40,2,1,15,27800
39,2,1,17,28300
30,1,1,10,20200
38,2,1,14,26300
34,1,1,15,24700
25,1,1,4,14700
55,1,1,4,29700
25,1,1,5,15200
26,2,1,3,14800
25,2,1,6,15800
26,2,0.5,0,13250
37,2,1,14,25800
41,2,1,19,30300
36,1,1,16,26200
23,1,1,2,12700
25,1,1,2,13700
31,2,1,8,19800
26,1,1,6,16200
32,2,1,10,21300
56,2,1,25,40800
34,1,1,12,23200
56,1,1,33,44700
30,1,1,9,19700
34,1,1,10,22200
28,1,1,4,16200
29,1,1,6,17700
20,1,0.5,0,10150
24,1,1,2,13200
41,2,1,24,32800
26,2,0.5,0,13250
40,2,1,15,27800
28,2,1,6,17300
46,1,1,23,34700
27,1,0.5,0,13650
30,1,1,8,19200
22,1,0.5,0,11150
27,1,1,1,14200
38,1,1,15,26700
35,2,1,5,20300
40,1,1,20,30200
28,2,1,6,17300
30,2,1,9,19800
24,2,1,2,13300
35,2,1,12,23800
36,2,1,16,26300
24,2,0,0,12200
25,1,1,3,14200
28,2,1,2,15300
39,3,1,15,27400
45,2,1,25,35300
30,1,1,8,19200
32,1,1,4,18200
37,2,1,5,21300
43,1,1,20,31700
24,1,1,1,12700
34,1,1,13,23700
20,1,1,0,10200
21,1,1,0,10700
27,1,1,4,15700
41,1,1,24,32700
20,1,1,1,10700
27,1,1,4,15700
38,2,1,0,19300
38,1,1,0,19200
44,2,1,21,32800
23,1,0.5,0,11650
22,1,0.5,0,11150
38,2,1,10,24300
28,1,1,6,17200
24,1,1,2,13200
45,1,1,23,34200
33,1,1,10,21700
23,1,1,6,14700
39,2,1,1,20300
34,2,1,4,19300
20,1,0.5,0,10150
26,1,1,5,15700
29,2,1,6,17800
31,1,1,5,18200
20,1,0.5,0,10150
31,2,1,7,19300
22,1,0.5,0,11150
25,1,1,4,14700
28,2,1,3,15800
37,2,1,15,26300
28,1,1,8,18200
26,1,1,4,15200
20,1,1,3,11700
40,2,1,16,28300
38,1,1,12,25200
26,1,1,5,15700
37,2,1,13,25300
25,1,1,0,12700
29,2,1,3,16300
30,1,1,6,18200
28,1,1,5,16700
30,2,1,7,18800
23,1,1,1,12200
23,1,1,3,13200
22,1,1,1,11700
31,2,1,7,19300
37,1,1,10,23700
27,2,0.5,0,13750
24,1,1,3,13700
23,1,1,3,13200
41,1,1,19,30200
46,3,1,15,30900
42,1,1,15,28700
30,1,1,6,18200
29,2,1,8,18800
48,1,1,24,36200
47,1,1,31,39200
26,1,1,6,16200
26,1,1,0,13200
33,1,1,13,23200
55,2,1,30,42800
28,1,0.5,0,14150
41,2,1,25,33300
36,1,1,13,24700
26,1,1,3,14700
25,2,1,2,13800
26,2,1,1,13800
22,1,1,1,11700
58,2,1,35,46800
24,1,1,1,12700
38,1,1,13,25700
34,1,1,11,22700
23,1,1,1,12200
21,1,0.5,0,10650
37,1,1,12,24700
36,1,1,14,25200
21,1,0,0,10600
25,1,1,1,13200
46,1,1,23,34700
24,1,1,0,12200
47,3,1,18,32900
33,1,1,11,22200
19,1,0.5,0,9650
23,1,1,2,12700
23,1,1,1,12200
41,3,1,18,29900
27,2,1,2,14800
35,2,1,12,23800
38,2,1,12,25300
31,3,1,0,15900
25,2,1,0,12800
28,1,1,7,17700
32,1,1,9,20700
31,2,1,6,18800
23,1,0,0,11600
30,1,1,8,19200
35,2,1,15,25300
20,1,0.5,0,10150
22,1,1,2,12200
24,1,0.5,0,12150
24,1,1,1,12700
22,1,0,0,11100
34,1,1,8,21200
36,1,1,16,26200
23,1,1,2,12700
47,1,1,24,35700
29,1,1,5,17200
30,1,1,10,20200
46,1,1,18,32200
22,1,1,3,12700
23,1,1,2,12700
36,2,1,13,24800
27,1,1,6,16700
43,1,1,22,32700
33,3,1,10,21900
27,1,1,4,15700
22,1,1,2,12200
54,3,1,19,36900
37,2,1,8,22800
28,1,1,3,15700
19,1,0.5,0,9650
35,1,1,0,17700
34,1,1,11,22700
31,2,1,5,18300
24,1,1,1,12700
22,1,0.5,0,11150
32,2,1,5,18800
33,1,1,3,18200
20,1,0.5,0,10150
28,1,1,6,17200
29,1,1,2,15700
33,1,1,12,22700
25,2,1,3,14300
37,2,1,2,19800
23,1,1,4,13700
44,2,1,21,32800
35,2,1,6,20800
52,2,1,33,42800
27,2,0.5,0,13750
27,1,1,0,13700
25,1,1,1,13200
41,2,1,15,28300
27,1,1,3,15200
22,1,0,0,11100
21,1,0.5,0,10650
21,1,0,0,10600
31,1,1,9,20200
27,1,1,1,14200
25,2,1,5,15300
20,1,1,0,10200
24,1,0.5,0,12150
23,1,0.5,0,11650
33,1,1,4,18700
42,1,1,20,31200
29,1,1,8,18700
23,1,0.5,0,11650
44,3,1,8,26400
31,1,1,3,17200
38,2,1,16,27300
44,1,1,13,28700
22,1,0.5,0,11150
34,2,1,13,23800
36,1,1,7,21700
42,1,1,1,21700
25,1,1,3,14200
40,2,1,0,20300
33,1,1,10,21700
30,1,1,4,17200
38,3,1,6,22400
29,2,1,8,18800
43,2,1,15,29300
33,1,1,0,16700
29,1,1,6,17700
32,2,1,3,17800
27,1,1,5,16200
34,1,1,3,18700
24,1,1,3,13700
35,1,1,12,23700
25,2,1,0,12800
32,1,1,3,17700
35,2,1,10,22800
28,2,1,7,17800
24,2,1,1,12800
22,1,1,8,15200
30,1,1,8,19200
28,1,1,1,14700
40,3,1,12,26400
43,3,1,25,34400
34,1,1,10,22200
24,1,0,0,12100
32,2,1,12,22300
22,1,1,5,13700
34,1,1,14,24200
37,2,1,8,22800
25,1,1,6,15700
35,1,1,11,23200
25,2,1,8,16800
31,1,1,2,16700
44,1,1,21,32700
25,1,1,6,15700
36,1,1,6,21200
39,2,1,0,19800
38,1,1,13,25700
23,1,0.5,0,11650
41,2,1,20,30800
40,2,1,10,25300
26,1,1,7,16700
50,2,1,22,36300
32,1,1,1,16700
45,2,1,19,32300
26,2,0.5,0,13250
47,1,1,15,31200
26,2,1,6,16300
30,1,1,4,17200
52,1,1,25,38700
22,1,1,3,12700
41,3,1,11,26400
28,1,1,7,17700
27,2,1,4,15800
46,2,1,22,34300
27,1,1,7,17200
27,2,1,3,15300
28,2,1,6,17300
29,3,1,6,17900
30,1,1,3,16700
30,1,1,4,17200
71,2,0,0,35700
35,2,1,9,22300
25,2,1,2,13800
28,2,1,6,17300
28,1,1,4,16200
30,1,1,12,21200
35,2,1,10,22800
30,2,1,8,19300
23,1,1,1,12200
21,1,0.5,0,10650
19,1,1,0,9700
24,2,1,1,12800
27,1,1,10,18700
78,1,1,50,64200
37,2,1,13,25300
30,2,1,4,17300
29,1,1,0,14700
38,2,1,10,24300
62,3,1,30,46400
44,1,1,20,32200
38,1,0.5,0,19150
30,1,1,5,17700
27,1,1,4,15700
59,1,1,25,42200
32,2,1,7,19800
33,2,1,8,20800
50,1,1,6,28200
28,1,1,7,17700
34,2,1,11,22800
28,1,1,4,16200
41,2,1,21,31300
36,2,0.5,0,18250
31,3,1,3,17400
24,1,1,5,14700
28,1,1,11,19700
30,2,0.5,0,15250
30,1,1,5,17700
29,1,1,4,16700
35,1,1,13,24200
24,1,1,2,13200
52,2,1,30,41300
25,1,0.5,0,12650
23,1,1,0,11700
23,1,0.5,0,11650
37,1,1,10,23700
32,1,0.5,0,16150
26,2,1,5,15800
27,1,1,3,15200
23,1,0.5,0,11650
28,1,1,6,17200
33,2,1,3,18300
30,1,1,9,19700
40,1,1,5,22700
32,1,1,10,21200
38,2,1,11,24800
43,2,1,20,31800
37,2,1,16,26800
26,1,1,2,14200
42,3,1,0,21400
27,2,1,3,15300
19,2,1,1,10300
55,3,1,34,44900
58,3,1,28,43400
38,1,1,13,25700
24,1,1,2,13200
25,1,1,3,14200
42,1,1,17,29700
28,2,1,6,17300
50,3,1,25,37900
23,1,0.5,0,11650
40,2,1,16,28300
47,2,1,23,35300
24,1,1,3,13700
26,2,1,4,15300
33,1,1,3,18200
24,2,1,1,12800
31,2,1,8,19800
23,1,0.5,0,11650
40,1,1,19,29700
33,2,1,15,24300
25,1,1,3,14200
38,1,1,15,26700
33,3,1,7,20400
29,1,1,5,17200
30,1,1,5,17700
25,1,1,3,14200
39,1,1,5,22200
33,1,1,3,18200
27,1,1,5,16200
27,1,1,5,16200
55,2,1,29,42300
30,2,0,0,15200
30,3,1,2,16400
23,1,1,1,12200
35,2,1,18,26800
29,1,0,0,14600
23,1,1,3,13200
31,2,1,10,20800
35,1,1,0,17700
28,1,1,8,18200
31,1,1,10,20700
21,1,0.5,0,10650
40,2,1,12,26300
47,1,1,20,33700
30,1,1,0,15200
23,1,1,2,12700
24,1,1,3,13700
48,2,1,20,34300
29,2,0.5,0,14750
46,2,1,10,28300
26,1,1,2,14200
36,3,1,2,19400
38,1,1,13,25700
21,1,0.5,0,10650
54,1,1,37,45700
29,1,1,8,18700
34,3,1,7,20900
39,2,1,14,26800
32,1,1,12,22200
44,1,1,19,31700
42,1,1,14,28200
37,1,1,10,23700
31,2,1,11,21300
27,1,1,2,14700
43,2,1,5,24300
28,2,1,3,15800
21.5,1,0.5,0,10900
36,2,1,12,24300
37,3,1,12,24900
33,1,1,10,21700
45,2,1,21,33300
31,1,1,8,19700
39,1,1,3,21200
30,1,1,3,16700
23,1,1,2,12700
54,2,1,25,39800
40,1,1,19,29700
31,2,1,9,20300
22,1,1,2,12200
57,1,1,40,48700
45,3,1,20,32900
35,1,1,12,23700
27,1,1,5,16200
33,2,1,13,23300
28,2,1,5,16800
25,1,1,5,15200
23,1,0,0,11600
26,1,1,5,15700
45,1,1,20,32700
34,2,0,0,17200
54,1,1,20,37200
21,1,1,1,11200
39,2,1,16,27800
34,1,1,12,23200
32,1,1,16,24200
33,1,1,12,22700
53,2,1,28,40800
30,1,1,0,15200
27,1,1,5,16200
30,1,1,0,15200
31,1,1,8,19700
29,2,1,5,17300
27,1,1,5,16200
22,1,1,1,11700
61,2,1,39,50300
38,1,1,16,27200
25,2,0,0,12700
32,1,1,11,21700
59,3,1,25,42400
25,2,1,2,13800
53,1,1,28,40700
60,2,1,39,49800
46,2,1,4,25300
28,1,1,6,17200
31,2,1,0,15800
31,1,1,16,23700
45,1,1,22,33700
52,2,1,29,40800
38,1,1,14,26200
37,1,1,10,23700
31,1,1,11,21200
39,1,1,16,27700
30,1,1,3,16700
21,1,1,2,11700
37,2,0.5,0,18750
35,2,1,4,19800
64,3,1,40,52400
23,2,1,2,12800
27,1,1,1,14200
30,1,1,8,19200
46,2,1,3,24800
29,1,1,5,17200
42,2,1,20,31300
44,2,1,28,36300
36,3,1,10,23400
28,1,1,8,18200
28,1,1,3,15700
29,1,1,7,18200
28,2,1,7,17800
27,1,1,2,14700
23,1,1,2,12700
22,1,1,2,12200
33,2,1,9,21300
37,1,1,13,25200
22,1,0.5,0,11150
24,1,1,2,13200
23,1,1,2,12700
32,1,1,12,22200
30,2,1,6,18300
27,1,1,5,16200
22,1,1,1,11700
43,1,1,12,27700
45,1,1,20,32700
25,1,1,2,13700
24,1,1,3,13700
56,1,1,34,45200
40,1,1,17,28700
26,1,1,1,13700
46,2,1,9,27800
31,1,1,5,18200
45,2,1,21,33300
51,1,1,25,38200
31,1,1,21,26200
25,1,1,3,14200
25,1,1,4,14700
26,1,1,4,15200
39,2,1,15,27300
24,1,1,2,13200
35,3,1,7,21400
28,2,1,7,17800
30,1,1,5,17700
30,1,1,6,18200
32,1,1,5,18700
24,1,1,4,14200
40,2,1,13,26800
40,3,1,20,30400
29,1,1,4,16700
30,2,1,9,19800
55,1,1,31,43200
38,1,1,17,27700
31,1,1,7,19200
30,1,1,8,19200
28,2,0,0,14200
27,1,1,5,16200
22,1,1,0,11200
27,1,1,4,15700
29,1,1,6,17700
28,1,1,4,16200
29,1,0,0,14600
49,1,1,32,40700
27,2,1,3,15300
35,1,1,23,29200
21,1,1,0,10700
37,3,1,15,26400
36,1,1,2,19200
45,1,1,30,37700
26,1,1,4,15200
26,2,1,5,15800
26,1,0,0,13100
35,1,1,13,24200
25,1,1,3,14200
23,1,1,2,12700
33,1,1,10,21700
36,1,1,8,22200
44,1,1,15,29700
31,1,1,6,18700
35,3,1,7,21400
35,1,1,16,25700
26,1,1,2,14200
51,2,1,31,41300
40,2,1,3,21800
31,1,1,10,20700
53,1,1,10,31700
31,1,1,3,17200
35,1,1,15,25200
27,2,1,3,15300
23,2,1,3,13300
27,1,1,1,14200
25,1,1,7,16200
27,1,1,4,15700
25,1,1,3,14200
50,1,1,25,37700
37,1,1,16,26700
25,1,1,5,15200
48,1,1,6,27200
30,1,1,1,15700
27,2,1,0,13800
24,1,1,1,12700
41,1,1,20,30700
24,1,0,0,12100
26,2,1,4,15300
30,1,1,4,17200
46,2,1,5,25800
31,1,1,5,18200
24,2,1,4,14300
26,1,1,6,16200
40,1,1,22,31200
36,1,1,16,26200
42,2,1,21,31800
24,1,1,2,13200
32,1,1,7,19700
51,3,1,14,32900
26,1,1,4,15200
25,1,0.5,0,12650
30,1,1,7,18700
30,1,1,5,17700
24,1,1,1,12700
53,1,1,37,45200
38,1,1,4,21200
36,3,1,8,22400
26,2,0.5,0,13250
32,1,1,5,18700
26,1,1,5,15700
46,1,1,10,28200
33,1,1,11,22200
29,2,1,1,15300
24,1,0.5,0,12150
25,2,1,4,14800
40,1,1,20,30200
24,1,0.5,0,12150
20,1,0.5,0,10150
29,1,1,9,19200
80,3,0,0,40300
23,1,0,0,11600
30,1,1,5,17700
28,1,1,6,17200
24,2,0.5,0,12250
25,1,1,3,14200
32,1,1,10,21200
22,1,1,1,11700
32,1,1,6,19200
26,1,1,4,15200
21,2,0.5,0,10750
24,1,1,2,13200
28,1,1,3,15700
22,1,1,0,11200
25,1,1,5,15200
38,1,1,19,28700
28,1,1,7,17700
33,1,1,9,21200
21,1,0.5,0,10650
28,1,1,5,16700
25,1,1,3,14200
34,2,1,12,23300
23,1,1,1,12200
22,1,1,2,12200
37,2,1,12,24800
26,2,1,4,15300
